,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
402,LP001029,Agustin,Bell,Male,41,No,1,Graduate,No,2336,1186.9516120140324,147.97620194512822,360.0,0.0,Semiurban,Y,33180,Miami,25.89,-80.3
403,LP002446,Eric,Hall,Male,34,No,2,Graduate,Yes,3415,3664.692140662246,164.90357340613497,180.0,1.0,Semiurban,N,33141,Hialeah,25.48,-80.51
405,LP001491,Amador,Torres,Male,22,No,1,Graduate,No,1520,1845.8195834929481,136.2629233388531,360.0,1.0,Urban,Y,33054,Miami,25.64,-80.31
411,LP001994,Ava,Warren,Male,39,No,1,Graduate,No,2199,4101.9309080730945,97.60202482089554,360.0,0.0,Rural,N,33187,Miami,25.65,-80.24
413,LP002236,Chance,Curry,Male,29,Yes,0,Graduate,No,2806,3073.1051495015895,131.3741838998265,180.0,0.0,Urban,N,33169,Miami Beach,25.61,-80.3
414,LP002941,Julian,Kennedy,Female,25,Yes,0,Graduate,No,2268,2258.459194455907,122.51944247121614,360.0,1.0,Urban,N,33179,Homestead,25.96,-80.24
417,LP002158,Angel,Bell,Male,45,No,0,Not Graduate,No,845,1591.244892803447,214.66271581296056,360.0,1.0,Urban,Y,33150,Miami,25.91,-80.19
418,LP001925,Pablo,Webb,Male,19,No,0,Graduate,No,2405,1158.8371667857896,219.9651392602218,360.0,0.0,Semiurban,Y,33033,Miami,25.52,-80.26
421,LP002158,Oscar,Lloyd,Male,23,Yes,0,Graduate,No,778,2156.766342669775,95.57999823199243,180.0,0.0,Urban,Y,33141,Miami,25.81,-80.3
423,LP001228,Alejandro,Gonzales,Female,39,Yes,1,Graduate,Yes,1521,2954.121854062395,203.6772783664828,360.0,1.0,Semiurban,Y,33170,Miami,25.78,-80.47
427,LP001265,Abigail,Brooks,Male,32,Yes,0,Graduate,No,3989,2517.165699264151,205.30405101285308,180.0,1.0,Urban,Y,33039,Homestead,25.27,-80.45
428,LP001570,Fabian,Lawson,Male,25,Yes,0,Graduate,No,2987,1926.3465362872967,145.09643777717204,360.0,1.0,Urban,Y,33155,Miami,25.79,-80.18
431,LP001030,Emma,Harris,Male,46,No,2,Not Graduate,No,6957,1271.9031703429148,97.44604166656124,120.0,1.0,Rural,Y,33031,Miami,25.76,-80.46
432,LP002161,Carolyn,Bailey,Female,25,No,1,Graduate,Yes,1625,2470.3906008070935,200.7770687583281,360.0,1.0,Urban,Y,33170,Miami,25.48,-80.18
435,LP001024,Henry,Lawson,Male,37,No,0,Graduate,No,1807,2086.8003562461586,118.84278043811706,180.0,0.0,Rural,Y,33146,Key Biscayne,25.73,-80.31
436,LP002571,Brooke,Wallace,Male,25,Yes,0,Graduate,No,4256,2224.5958552000952,164.09117457048876,360.0,0.0,Semiurban,Y,33013,Miami,25.76,-80.3
440,LP001870,Joel,Cooper,Male,46,Yes,0,Graduate,No,4847,3460.524907373581,92.84071459151009,360.0,1.0,Rural,Y,33033,Miami,25.79,-80.21
441,LP001871,Abraham,Bailey,Male,22,Yes,0,Not Graduate,No,2990,1910.4780200250743,118.58613367373543,300.0,1.0,Semiurban,Y,33181,Miami,25.71,-80.18
442,LP002053,Seth,Kelly,Male,28,Yes,0,Graduate,No,4846,1165.4206597019881,164.2939457678963,360.0,0.0,Semiurban,N,33178,Miami,25.76,-80.17
445,LP002714,Ivan,Cooper,Male,36,No,0,Graduate,Yes,2318,3608.110900312505,180.54525197429632,180.0,1.0,Rural,Y,33010,Key Biscayne,25.81,-80.32
449,LP001606,Gary,Drake,Male,31,No,0,Graduate,No,5681,1585.9890440024074,122.53940119294731,360.0,1.0,Semiurban,Y,33031,Miami,25.7,-80.27
451,LP002002,Doris,Butler,Male,29,Yes,0,Graduate,No,1225,2167.8978526653846,99.13297013493187,360.0,1.0,Semiurban,Y,33185,Miami,25.64,-80.39
452,LP002832,Tyler,Hernandez,Male,33,No,0,Graduate,No,2774,3343.3053950014496,130.88096491649313,360.0,1.0,Rural,Y,33176,Miami,25.71,-80.46
454,LP001322,Frank,Flores,Female,46,Yes,0,Graduate,No,1839,1658.334471887359,124.40827529136935,360.0,1.0,Rural,Y,33033,Miami,25.61,-80.18
455,LP002863,Roland,Parker,Male,21,No,0,Graduate,No,850,3113.325539708222,180.05207116445666,360.0,1.0,Rural,Y,33142,Miami,25.78,-80.41
457,LP002626,Caitlin,Bishop,Male,52,Yes,1,Graduate,No,2507,2730.6480568300176,142.62680090201917,240.0,1.0,Rural,N,33173,Hialeah,25.65,-80.36
458,LP002776,Isaac,Bryant,Male,33,No,1,Graduate,Yes,2279,2059.3273854008817,139.54039231076095,300.0,1.0,Semiurban,Y,33176,Miami,25.89,-80.24
461,LP001758,Blake,Foster,Male,49,No,0,Graduate,No,3724,2438.631343922607,122.63925263598576,180.0,1.0,Rural,Y,33031,Miami,25.85,-80.24
464,LP001194,Annabelle,Jimenez,Male,25,Yes,0,Graduate,No,1381,423.1644744462267,224.59111725944177,360.0,1.0,Semiurban,Y,33054,Miami,25.7,-80.14
465,LP002082,Nelson,Castro,Male,27,Yes,0,Graduate,No,3793,1993.038808542953,106.4517021551629,360.0,1.0,Semiurban,N,33185,Miami,25.57,-80.19
466,LP001872,Orlando,Torres,Male,23,No,2,Graduate,No,1328,1393.643326332257,186.5040877982686,360.0,1.0,Semiurban,N,33154,Miami,25.94,-80.34
471,LP001698,Curtis,Snyder,Male,40,No,0,Graduate,No,1196,1105.6652567543672,168.7436589998304,360.0,1.0,Rural,Y,33141,Miami,25.75,-80.4
472,LP001228,Dorothy,Parker,Male,31,No,0,Not Graduate,No,5105,2322.265341145178,126.61910056941407,360.0,1.0,Rural,N,33185,Hialeah,25.89,-80.24
474,LP001325,Jesse,Patrick,Female,38,Yes,2,Graduate,No,1491,2052.76563024319,219.67060728459603,360.0,1.0,Urban,Y,33142,Miami,25.67,-80.15
477,LP001498,Jordan,Parker,Male,48,No,0,Graduate,No,750,2444.513187110218,113.78905323470939,180.0,1.0,Rural,N,33140,Miami,25.71,-80.23
478,LP002877,Gary,Gilbert,Male,22,No,1,Graduate,No,1479,2369.007075247744,104.65614220238209,360.0,0.0,Semiurban,N,33178,Miami,25.48,-80.36
479,LP002315,Lewis,Rivera,Male,24,Yes,0,Graduate,No,1142,2475.741783148477,96.79521527956442,360.0,1.0,Rural,Y,33179,Miami,25.68,-80.51
483,LP001698,Roland,Harmon,Male,36,No,0,Graduate,No,1189,2734.434625843562,130.22549809014066,360.0,1.0,Rural,N,33033,Miami,25.95,-80.18
485,LP002332,Guillermo,Roberts,Male,20,Yes,0,Graduate,Yes,2012,1799.5463144209264,104.57764459387907,360.0,1.0,Semiurban,Y,33149,North Miami Beach,25.48,-80.18
486,LP002912,Miguel,Ruiz,Male,46,No,0,Not Graduate,No,1723,3794.425639012534,117.42149375773128,360.0,1.0,Semiurban,Y,33162,Miami,25.77,-80.24
487,LP002288,Baltasar,Parker,Male,22,Yes,2,Graduate,No,2958,2833.197630214732,95.91872394400815,360.0,1.0,Semiurban,Y,33134,Miami,25.76,-80.46
489,LP002448,Ivan,Tyler,Male,19,No,1,Graduate,No,1031,2282.428181156591,155.59911170214824,360.0,1.0,Semiurban,Y,33122,Key Biscayne,25.85,-80.28
493,LP002788,Amanda,Scott,Male,31,No,0,Graduate,No,1918,2698.3960674561727,153.48342998043316,180.0,1.0,Semiurban,Y,33101,Miami,25.27,-80.3
494,LP001282,Seth,Parker,Male,21,No,2,Graduate,No,1218,1385.1166420010568,259.79742793732703,180.0,0.0,Semiurban,Y,33018,Miami,25.76,-80.14
496,LP002002,Hunter,Perry,Male,31,Yes,1,Graduate,No,2616,1918.0488607045888,154.47819729467653,360.0,0.0,Semiurban,Y,33186,Miami,25.86,-80.18
498,LP001636,Kenneth,Alexander,Male,21,No,3+,Graduate,No,997,959.590336487691,146.60922467518748,360.0,1.0,Rural,Y,33176,Miami,25.78,-80.41
499,LP002418,Lucas,Harper,Male,24,Yes,2,Graduate,No,2535,2058.2950192543367,123.18959613077482,360.0,1.0,Semiurban,Y,33012,Miami,25.75,-80.36
501,LP001138,Logan,Cook,Male,37,Yes,0,Not Graduate,No,1172,2201.6463363755793,93.02361257195926,60.0,1.0,Rural,Y,33135,Hialeah,25.9,-80.31
502,LP001875,Gary,Parker,Male,35,Yes,0,Graduate,No,1055,1292.9687311853227,154.20908100896892,360.0,1.0,Rural,Y,33161,Miami,25.67,-80.5
503,LP001343,Cecilio,Thompson,Male,37,No,0,Graduate,No,1517,1430.8240922424643,128.63759267316942,360.0,1.0,Urban,Y,33143,Hialeah,25.82,-80.18
504,LP002772,Alonso,Lawson,Male,29,No,2,Graduate,No,1966,1343.885984160171,182.940078943737,360.0,1.0,Urban,N,33168,Miami,25.73,-80.17
505,LP002387,Kenneth,Henderson,Male,52,No,2,Not Graduate,No,3634,1721.630606905694,136.78939396741413,480.0,1.0,Rural,Y,33131,Miami,25.53,-80.29
508,LP001008,Jesse,Morales,Male,25,Yes,0,Graduate,No,2915,1084.730090471367,103.96158608698462,360.0,1.0,Urban,N,33137,Miami,25.94,-80.23
509,LP002318,Florencio,Alexander,Male,25,Yes,0,Graduate,No,1346,1505.6388083749569,143.4285896028212,360.0,1.0,Urban,Y,33015,Miami,25.61,-80.41
510,LP001846,Glenn,Mitchell,Male,30,No,0,Graduate,No,2266,3897.7143200689297,95.19907276840485,360.0,0.0,Semiurban,Y,33129,Miami,25.73,-80.14
511,LP001586,Anne,Rodriguez,Male,39,Yes,1,Graduate,No,3676,1825.353542478357,111.03382544784206,360.0,0.0,Semiurban,Y,33131,Miami,25.49,-80.46
512,LP001421,Jane,Perry,Male,25,Yes,0,Graduate,No,1464,1910.5487714045457,141.0138234408298,360.0,1.0,Rural,Y,33129,Miami,25.77,-80.21
518,LP001750,Kenneth,Roberts,Male,28,No,0,Graduate,No,2147,1808.521497091179,101.49137657203458,360.0,1.0,Semiurban,Y,33157,Miami,25.75,-80.51
520,LP001578,Harvey,Parker,Male,45,No,0,Graduate,Yes,1675,1299.367272161396,142.96817343553187,360.0,0.0,Rural,N,33146,Miami,25.81,-80.46
522,LP001673,Manuel,Roberts,Male,45,No,1,Graduate,No,2263,1433.633828921162,117.69434743118033,360.0,0.0,Urban,N,33016,North Miami Beach,25.6,-80.4
523,LP001936,Jared,Rivera,Female,23,Yes,0,Graduate,No,1395,2183.3563553293334,170.56576597682732,180.0,1.0,Semiurban,Y,33142,Miami,25.86,-80.32
526,LP001310,Jonathan,Parker,Male,30,No,0,Graduate,No,1573,2401.3740616595896,106.26692908178185,360.0,1.0,Semiurban,N,33184,Miami Gardens,25.7,-80.24
527,LP002367,Mariano,Brooks,Male,28,No,2,Graduate,No,8640,1550.4862046658238,148.45350108633406,360.0,1.0,Rural,N,33169,Miami,25.48,-80.17
528,LP002265,Christina,Foster,Male,36,Yes,0,Not Graduate,No,1245,1822.6660953121764,190.98452485427617,300.0,1.0,Rural,Y,33138,Miami,25.92,-80.24
529,LP001841,Dean,Ward,Female,19,No,2,Graduate,No,1070,2645.181261401599,198.3819939524776,360.0,1.0,Rural,N,33181,Miami,25.86,-80.28
530,LP002434,Blas,Coleman,Male,20,No,0,Graduate,No,5558,1994.2905008270668,115.52872540408626,360.0,1.0,Urban,Y,33173,Miami,25.85,-80.14
534,LP002473,Jack,Parker,Female,27,No,0,Graduate,No,1713,2896.325683647385,103.93297397612459,180.0,1.0,Semiurban,Y,33194,Miami,25.73,-80.24
539,LP002181,Daisy,Foster,Male,29,No,1,Graduate,No,1410,1428.6943702684102,177.36631169978006,360.0,1.0,Semiurban,Y,33170,Miami,25.56,-80.51
546,LP001630,Grover,Rivera,Male,25,No,0,Graduate,No,3348,1707.6528977403545,113.88169107579925,360.0,1.0,Semiurban,N,33189,Miami,25.61,-80.3
548,LP002556,Orlando,Rivera,Male,19,No,0,Not Graduate,No,3946,1257.0087289555042,130.25056641438158,360.0,0.0,Rural,N,33174,Miami Beach,25.78,-80.2
549,LP001282,Esther,Scott,Male,47,Yes,0,Graduate,No,1563,1621.2713776487228,109.6174172137923,360.0,0.0,Rural,Y,33122,Miami,25.82,-80.58
551,LP002517,Janice,Parker,Male,23,No,3+,Graduate,No,3457,931.8498124398172,168.2544105821349,360.0,1.0,Urban,N,33157,Miami,25.7,-80.38
552,LP002266,Guillermo,Alexander,Male,36,No,0,Graduate,No,3583,3969.8805417383664,237.6934055899625,360.0,1.0,Rural,Y,33150,Miami,25.77,-80.4
553,LP002792,Esteban,Ortiz,Male,36,Yes,0,Not Graduate,Yes,3012,2570.4844360808515,173.73863778426394,180.0,1.0,Rural,Y,33013,Miami,25.52,-80.27
555,LP001151,Faith,Rivera,Male,51,No,0,Not Graduate,Yes,1698,1991.5392971749125,213.06354230612783,360.0,0.0,Rural,N,33158,Miami,25.78,-80.46
556,LP001994,Wilson,Hogan,Male,35,No,0,Graduate,No,2687,1269.7002331049312,128.20761136990137,180.0,1.0,Urban,Y,33055,Miami,25.88,-80.36
558,LP001451,Elias,Roberts,Male,31,Yes,0,Graduate,No,4482,2149.8911820464073,97.3714756549596,180.0,1.0,Rural,Y,33010,Miami,25.77,-80.29
561,LP001888,Caleb,Vasquez,Female,19,No,0,Graduate,No,1027,2792.8893616360465,118.85996180152388,360.0,1.0,Rural,N,33013,Hialeah,25.93,-80.32
566,LP001367,Florencio,Adams,Male,35,No,1,Not Graduate,No,1451,1274.575522468365,288.52679261395554,360.0,0.0,Urban,Y,33125,Miami,25.6,-80.24
567,LP001726,Ricardo,Parker,Male,49,No,0,Graduate,No,1873,1545.7191544660625,102.98276932650171,360.0,1.0,Rural,Y,33015,Miami,25.49,-80.21
568,LP002603,Avery,Hale,Male,29,No,1,Graduate,No,6392,1552.3318269978527,121.85847695445185,180.0,1.0,Rural,Y,33184,Miami Beach,25.7,-80.3
570,LP001835,Deborah,Hoffman,Male,23,No,2,Graduate,No,1489,1199.1467697542666,144.11656717120698,360.0,0.0,Rural,Y,33161,Hialeah,25.73,-80.29
571,LP001379,Richard,Sanchez,Male,50,No,1,Graduate,No,2606,1890.1716927959715,245.374920228526,360.0,0.0,Semiurban,Y,33109,Hialeah,25.89,-80.3
576,LP001870,Jesse,Phillips,Female,21,No,0,Graduate,No,1234,2230.356922159206,158.4426935138035,360.0,0.0,Rural,N,33010,Key Biscayne,25.77,-80.23
577,LP002863,Adrian,Flores,Female,24,No,0,Graduate,No,1241,1877.5022903608553,157.5989208908889,360.0,1.0,Urban,Y,33196,Miami,25.7,-80.5
579,LP002788,Allison,Norman,Male,41,Yes,0,Graduate,No,930,1951.936965753756,131.3133877780651,480.0,0.0,Rural,Y,33154,Miami,25.72,-80.18
582,LP002684,Marco,Howard,Male,27,Yes,0,Graduate,Yes,1507,878.8973502312144,110.44462485006967,360.0,0.0,Rural,Y,33155,Opa Locka,25.92,-80.29
583,LP001720,Francesca,Rivera,Male,30,No,0,Graduate,No,1649,2334.4647382148046,124.27844132940535,360.0,1.0,Rural,Y,33187,North Miami Beach,25.73,-80.27
584,LP001155,Faith,Parker,Male,41,Yes,0,Graduate,No,2530,1807.2875160086182,196.04678407564816,360.0,1.0,Urban,Y,33136,Miami,25.77,-80.17
587,LP002804,Aidan,Flores,Male,33,No,0,Not Graduate,No,1902,1976.2515486427162,401.1195548308859,360.0,1.0,Urban,N,33161,Miami,25.73,-80.14
588,LP002931,Faith,Rivera,Male,49,Yes,0,Graduate,No,2222,1888.654285401709,136.0561924937051,360.0,1.0,Rural,Y,33018,Miami,25.79,-80.24
592,LP002705,Richard,Rivera,Male,40,No,2,Graduate,No,3365,1128.6574414011284,185.68046045516562,360.0,0.0,Semiurban,N,33032,Miami,25.86,-80.16
594,LP001259,Kevin,Rivera,Male,29,Yes,0,Graduate,Yes,3082,2030.01693450819,124.6629564631075,360.0,1.0,Rural,Y,33146,Miami,25.85,-80.51
595,LP002484,Ellen,Parker,Male,20,No,1,Not Graduate,No,2393,1318.2799501335785,97.69169319333383,480.0,0.0,Rural,Y,33032,Miami,25.89,-80.32
602,LP001744,Pierre,Diaz,Male,20,No,0,Graduate,No,3906,3543.576621005442,181.97108879282533,360.0,1.0,Rural,N,33126,Miami,25.78,-80.3
606,LP002087,Jeremias,Bennett,Female,49,No,0,Not Graduate,No,2066,1232.536212545825,210.2349475878924,180.0,1.0,Rural,N,33143,Homestead,25.57,-80.34
608,LP001043,Eduardo,Ford,Female,26,No,0,Graduate,No,1572,1726.420846190751,104.44670510665642,360.0,1.0,Rural,N,33133,Miami,25.75,-80.36
614,LP001673,Logan,Parker,Male,29,No,0,Graduate,Yes,5632,1486.0079274418056,219.30320400713725,360.0,1.0,Urban,Y,33131,Hialeah,25.81,-80.46
616,LP002115,Clifford,Sanchez,Male,53,Yes,2,Graduate,No,1025,1789.8925362386021,109.44798920062978,360.0,1.0,Semiurban,N,33129,Miami,25.81,-80.49
618,LP001345,Mario,Perry,Male,24,Yes,0,Graduate,Yes,1783,1824.7041761910305,148.74970989339786,360.0,1.0,Semiurban,Y,33170,Miami,25.96,-80.31
619,LP001248,David,Parks,Male,26,No,1,Graduate,No,1508,4266.880186159126,193.69787460295763,480.0,1.0,Semiurban,N,33193,Miami,25.85,-80.45
627,LP002187,Everett,Baker,Male,29,No,0,Graduate,No,4632,1932.7182687612703,157.85640566716506,360.0,0.0,Rural,Y,33176,Miami Beach,25.81,-80.51
630,LP001155,Juan,Stewart,Female,45,Yes,3+,Graduate,No,3845,1629.3394271014831,95.65133324791952,360.0,0.0,Semiurban,Y,33141,Homestead,25.49,-80.51
633,LP001888,Victor,Morales,Male,21,Yes,1,Graduate,No,4873,2508.4495417736925,151.3363919164708,360.0,1.0,Semiurban,Y,33155,Miami,25.65,-80.21
635,LP002335,Dexter,Knight,Male,19,No,0,Graduate,No,1813,685.3730535685118,139.69685048265134,360.0,1.0,Urban,Y,33157,Miami,25.89,-80.41
636,LP002626,Helen,Perez,Male,45,Yes,0,Not Graduate,No,3351,1482.0544953952726,119.53387993465512,360.0,1.0,Urban,Y,33189,Miami,25.5,-80.24
638,LP002741,Saul,Bell,Male,42,Yes,0,Graduate,No,1634,2262.4215139537027,149.7112732121186,360.0,1.0,Rural,Y,33131,Hialeah,25.93,-80.15
639,LP002626,Eduardo,Dunn,Male,33,No,1,Not Graduate,Yes,1810,2014.2137995613248,111.86943815813096,360.0,0.0,Rural,Y,33177,North Miami Beach,25.73,-80.47
641,LP001871,Everett,Rivera,Male,20,No,2,Graduate,No,938,557.2761930203947,163.34134368186585,360.0,0.0,Rural,Y,33128,Miami,25.81,-80.3
642,LP002459,Patrick,Reed,Male,43,No,1,Graduate,Yes,2335,3694.456578338247,120.03718006130804,360.0,1.0,Rural,Y,33035,Miami,25.96,-80.36
643,LP001255,Angelo,Coleman,Male,24,No,3+,Graduate,No,1881,1032.2393449309175,102.86913714034256,360.0,1.0,Semiurban,Y,33169,Miami,25.52,-80.41
645,LP002265,Ellen,Flores,Male,31,No,0,Graduate,No,2382,2891.3197110286674,113.03888597532651,360.0,0.0,Rural,Y,33190,Hialeah,25.52,-80.17
646,LP002862,Ellen,Chapman,Male,53,Yes,0,Not Graduate,No,2191,3676.568271163979,94.45201579655307,360.0,1.0,Urban,Y,33169,Miami,25.78,-80.14
647,LP002335,Blaine,Parker,Male,25,Yes,3+,Graduate,Yes,1341,2831.7355298298753,221.4413914703257,360.0,0.0,Rural,Y,33183,Miami,25.71,-80.27
653,LP001955,Barrett,Walker,Male,22,No,0,Graduate,Yes,1445,588.7191292603707,93.16799431330264,360.0,1.0,Semiurban,N,33168,Miami,25.61,-80.41
655,LP002151,Giselle,Parker,Male,22,No,1,Graduate,No,4373,576.2216327075867,154.28476016814747,180.0,1.0,Semiurban,N,33169,Miami,25.78,-80.46
657,LP002244,Florentino,King,Male,42,No,0,Graduate,No,1742,1360.1149546603156,113.21370552460078,360.0,0.0,Rural,Y,33158,Miami,25.76,-80.51
665,LP002161,Timothy,Perry,Male,41,Yes,0,Graduate,Yes,923,1510.9472663595502,136.0273487729814,360.0,1.0,Urban,N,33131,Miami,25.85,-80.38
669,LP002788,Hayley,Morales,Male,43,No,1,Not Graduate,No,940,2316.8191352362464,167.8290843266658,360.0,1.0,Semiurban,Y,33137,Hialeah,25.77,-80.32
671,LP002473,Axel,Parker,Male,23,No,0,Not Graduate,No,1673,1575.8197103743155,132.49341750101846,360.0,1.0,Urban,Y,33054,Hialeah,25.75,-80.24
676,LP002141,Julian,Wilson,Male,24,No,0,Not Graduate,No,1475,1770.2866030019036,269.77346019164895,360.0,1.0,Semiurban,Y,33136,Key Biscayne,25.76,-80.29
678,LP002928,Elena,Parker,Male,32,No,0,Graduate,No,2165,1547.6895944196574,155.17451271706796,360.0,1.0,Semiurban,Y,33168,Miami,25.56,-80.17
683,LP001892,Manuel,Webb,Male,23,No,2,Graduate,Yes,6895,1839.689705396286,138.31545544698753,120.0,1.0,Rural,Y,33150,Miami,25.78,-80.3
686,LP002836,Ambrosio,Henderson,Female,26,Yes,3+,Graduate,No,1691,1140.6746684305667,168.69295444524806,360.0,1.0,Semiurban,N,33141,Miami,25.6,-80.21
688,LP001518,Amadeo,Gonzales,Male,51,Yes,0,Not Graduate,No,945,2967.6696176693463,151.07619408884634,360.0,1.0,Semiurban,Y,33018,Miami,25.82,-80.36
689,LP001179,Alberto,Parker,Male,47,No,0,Graduate,No,5577,1673.4828713913485,290.24774979029405,360.0,1.0,Semiurban,Y,33183,Miami,25.73,-80.36
690,LP002768,Guillermo,Morales,Male,33,No,0,Graduate,Yes,4615,3152.3927329181697,106.57715496092129,360.0,1.0,Rural,Y,33032,Miami,25.81,-80.4
693,LP002544,Pablo,Brooks,Male,22,No,0,Not Graduate,No,2351,1515.1057911059163,171.06698406658938,360.0,1.0,Urban,Y,33126,Miami,25.81,-80.4
694,LP002541,Danielle,Scott,Female,26,Yes,0,Graduate,No,2286,1763.6282176298675,132.39024724263808,360.0,0.0,Semiurban,Y,33013,Miami,25.66,-80.41
696,LP001835,Preston,Spencer,Female,44,Yes,0,Graduate,No,3016,3246.327928352554,244.87015879396924,360.0,1.0,Rural,N,33137,Miami,25.85,-80.41
699,LP001715,Elisa,Schmidt,Female,40,Yes,2,Graduate,No,1287,1550.0244962735744,93.75225072898365,300.0,0.0,Semiurban,Y,33180,Homestead,25.93,-80.29
702,LP001421,Mario,Rivera,Male,33,Yes,2,Not Graduate,No,2820,1916.7089409450532,138.06332447425058,180.0,0.0,Rural,Y,33182,Hialeah,25.78,-80.18
705,LP001877,Jason,Gonzalez,Male,39,No,2,Graduate,No,1159,818.8506408473751,149.44422894981656,360.0,0.0,Semiurban,N,33013,Hialeah,25.49,-80.34
708,LP002224,Marc,Bell,Male,28,Yes,0,Graduate,No,1403,2213.5107961422596,116.62532486792259,360.0,0.0,Semiurban,Y,33133,Miami,25.95,-80.24
711,LP002792,Genesis,Parker,Male,25,No,2,Graduate,No,2833,2063.726325545199,181.63404598505107,360.0,1.0,Urban,Y,33138,Miami,25.85,-80.2
714,LP002277,Joel,Lopez,Male,39,No,2,Not Graduate,No,1182,1535.1257970559295,156.59597888814514,360.0,1.0,Semiurban,N,33128,Miami,25.52,-80.27
716,LP001877,Eva,Harris,Male,37,Yes,1,Graduate,No,5153,4063.1841237718136,192.0004168568287,360.0,1.0,Rural,Y,33184,Homestead,25.81,-80.18
717,LP001824,Clifford,Morales,Male,35,No,0,Graduate,No,3893,1713.6643714496217,103.86729643829791,360.0,0.0,Semiurban,Y,33187,Homestead,25.68,-80.15
720,LP002250,Harvey,Fisher,Female,45,No,0,Not Graduate,Yes,1506,1517.8964810832708,187.56915589492462,360.0,1.0,Urban,Y,33158,Homestead,25.75,-80.24
721,LP001343,Preston,Walker,Male,24,Yes,1,Graduate,Yes,2037,1850.2579826309227,118.61827569152328,480.0,0.0,Semiurban,Y,33136,Hialeah,25.64,-80.27
722,LP002862,Spencer,Jenkins,Male,22,Yes,0,Graduate,No,1169,2445.3683204105705,198.97071327699567,120.0,1.0,Rural,Y,33137,Miami,25.53,-80.51
725,LP002082,Josiah,Reed,Male,44,No,0,Graduate,No,1658,1211.3503153105132,210.7565351687874,360.0,1.0,Urban,Y,33168,Miami,25.9,-80.3
726,LP001819,Travis,Parker,Female,36,No,0,Graduate,No,1663,2192.9185489610722,142.37803523994208,360.0,1.0,Semiurban,Y,33165,Miami,25.9,-80.27
727,LP002931,Ruben,Rivera,Male,20,Yes,0,Graduate,No,787,1442.2351860115216,128.35867517744344,360.0,1.0,Urban,Y,33014,Miami,25.91,-80.2
728,LP002143,Jacob,Gonzalez,Female,36,Yes,0,Graduate,No,2736,1374.5631974461223,108.39740745605225,360.0,1.0,Rural,Y,33136,Miami,25.93,-80.24
735,LP002341,Felipe,Wallace,Male,39,No,1,Graduate,No,2982,2678.5929678461735,188.00704013590087,360.0,1.0,Semiurban,Y,33134,Miami Beach,25.86,-80.41
744,LP001871,Melvin,Phillips,Male,38,Yes,0,Graduate,No,1724,1628.7532262594789,94.87644615957002,300.0,1.0,Semiurban,N,33015,Hialeah,25.78,-80.4
746,LP002098,Lucas,Martinez,Male,33,No,3+,Graduate,No,2913,2274.3869442760633,157.26886589482416,360.0,0.0,Rural,Y,33176,Miami,25.64,-80.3
752,LP001577,Owen,Hayes,Male,20,No,0,Graduate,No,1791,2087.723601529789,239.79046215383218,300.0,1.0,Rural,Y,33137,Miami,25.5,-80.34
754,LP002448,Custodio,Blake,Male,43,No,2,Not Graduate,No,3209,1429.7161435056867,163.8443801962938,360.0,1.0,Semiurban,N,33010,Miami,25.65,-80.47
759,LP002160,Bruce,Bryant,Male,33,Yes,2,Graduate,No,2047,1237.796644984584,102.18657333734942,360.0,0.0,Urban,Y,33196,Miami,25.7,-80.36
761,LP001029,Jade,Foster,Male,47,No,0,Graduate,No,2185,2108.3816045122667,131.7417059346824,360.0,1.0,Semiurban,N,33178,Miami,25.68,-80.3
764,LP002098,Eva,Lopez,Male,39,Yes,3+,Graduate,No,1756,2207.316001868907,162.06319826496485,360.0,0.0,Semiurban,Y,33016,Homestead,25.75,-80.2
765,LP001422,Vincent,Newton,Male,24,No,0,Graduate,No,947,3885.7564077985326,113.80126582674633,360.0,0.0,Rural,Y,33016,Miami,25.78,-80.39
768,LP002390,Roberto,Bell,Male,19,Yes,1,Graduate,No,779,1989.5228298683587,116.83859510715935,360.0,1.0,Rural,Y,33031,Miami,25.66,-80.51
769,LP002836,Ryan,Bell,Female,24,Yes,0,Graduate,No,2035,1984.171766623369,102.04742821169042,360.0,1.0,Rural,N,33178,Key Biscayne,25.81,-80.51
776,LP001835,Mario,Clark,Male,22,Yes,0,Graduate,No,3223,2002.659294643988,117.07335128861627,360.0,1.0,Semiurban,Y,33012,Miami,25.81,-80.4
