,LoanID,FirstName,LastName,Gender,Age,Married,Dependents,EducationLevel,SelfEmployed,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditHistory,PropertyArea,ZIPCode,City,Latitude,Longitude,TotalIncome,IncomeRatio,DTI,IncomeToLoanRatio,LoanStatus
332,LP001807,Joel,Rivera,Female,44,Yes,0,Graduate,No,2621,1722.7379878751424,104240,180.0,1.0,Semiurban,33174,Miami,25.9,-80.14,4343.737987875143,1.5205327134612352,23.99224079585524,0.02514365748601798,N
333,LP002082,Maxwell,Watson,Male,38,No,3+,Graduate,No,1100,830.1724967327164,29464,360.0,1.0,Semiurban,33145,Miami,25.9,-80.4,1930.1724967327164,1.3234316634922674,15.25705241238114,0.03733242830476837,N
337,LP002926,Angelo,Rivera,Male,31,Yes,3+,Not Graduate,No,4304,1512.3313619848748,52180,360.0,0.0,Urban,33032,Miami,25.81,-80.38,5816.331361984875,2.8440565682554175,8.969748627521223,0.08248212951074146,Y
347,LP001560,Troy,Owens,Male,23,Yes,3+,Graduate,No,2115,1511.0325300338366,10287,360.0,1.0,Semiurban,33184,Miami,25.66,-80.51,3626.0325300338363,1.3987794296678724,2.836202850351616,0.20557931570762053,Y
348,LP001603,Cleofas,Foster,Female,44,No,0,Graduate,Yes,2466,1232.0112624433139,45000,360.0,1.0,Urban,33015,Hialeah,25.79,-80.13,3698.011262443314,1.9999817318078805,12.16541308129894,0.05479878224928335,N
354,LP001385,Cecilio,Brooks,Male,46,No,2,Graduate,No,1800,1652.6269239897547,250468,360.0,0.0,Semiurban,33184,Hialeah,25.93,-80.17,3452.6269239897547,1.0885163841291883,72.52317795537982,0.007186518092059297,Y
358,LP002281,Spencer,Bryant,Male,21,No,0,Graduate,No,1728,486.5172551378739,96320,180.0,1.0,Semiurban,33138,Homestead,25.95,-80.51,2214.5172551378737,3.544489926846399,43.47517482729148,0.01794001308125954,Y
359,LP002348,Stephen,Lopez,Male,36,No,0,Graduate,No,4420,1625.485110199151,152491,180.0,1.0,Rural,33160,Hialeah,25.9,-80.2,6045.485110199151,2.717516423780113,25.2197759889923,0.02898512708863416,Y
360,LP002449,Esmeralda,Torres,Male,36,No,0,Graduate,No,4372,1042.1554997514936,44060,360.0,1.0,Semiurban,33161,Miami,25.78,-80.2,5414.155499751494,4.191129703137761,8.136423783586999,0.09922607294432718,N
361,LP001030,Felix,Ward,Male,34,No,0,Graduate,No,3937,1962.1228176260174,137015,360.0,1.0,Rural,33016,Miami,25.75,-80.35,5899.122817626017,2.0054781925264207,23.22239794579896,0.028733870496876278,Y
371,LP002446,Isaac,Lawson,Female,36,Yes,0,Graduate,No,3625,1332.4158123079342,21900,360.0,1.0,Semiurban,33184,Miami,25.85,-80.16,4957.415812307934,2.7185818306186817,4.416733252915001,0.16551755627596915,N
372,LP001068,Dario,Drake,Female,41,Yes,2,Graduate,No,911,1276.489519127313,144834,360.0,0.0,Semiurban,33140,Miami,25.9,-80.31,2187.489519127313,0.7131173965500149,66.17989199132849,0.0062899161114371525,Y
373,LP001819,Aidan,Gonzales,Male,34,Yes,0,Graduate,Yes,2899,1104.6224212705163,81594,360.0,1.0,Semiurban,33176,Miami,25.64,-80.24,4003.6224212705165,2.622052469475646,20.374954594124578,0.035529137814817084,Y
377,LP002716,Nelson,Bennett,Male,19,Yes,3+,Graduate,No,5366,2452.3985214661534,114939,360.0,1.0,Rural,33194,Miami,25.95,-80.51,7818.398521466153,2.187170145025307,14.699212437435495,0.04668522707499565,N
378,LP001003,Cornell,Carter,Female,40,No,0,Not Graduate,No,2765,2087.3850482830558,119768,480.0,1.0,Semiurban,33186,Opa Locka,25.81,-80.29,4852.385048283056,1.3239895594316844,24.677209578162234,0.02308610742345682,N
393,LP002738,Isaac,Parker,Male,36,Yes,0,Graduate,No,1541,1007.0772898154357,8238,360.0,1.0,Urban,33155,Miami Gardens,25.85,-80.32,2548.0772898154355,1.528652629682923,3.231757637523995,0.18703726180361693,Y
394,LP001179,Faith,Bell,Male,36,Yes,0,Graduate,No,4449,1320.6957017070745,81227,360.0,1.0,Rural,33160,Miami,25.76,-80.36,5769.6957017070745,3.3661303386655224,14.075772523574862,0.05477175358250849,Y
395,LP002455,Lewis,Rivera,Male,36,No,0,Not Graduate,No,2307,347.2044126355281,76531,360.0,1.0,Rural,33013,Miami,25.85,-80.58,2654.204412635528,6.625418622752432,28.823016275434753,0.0301442533842053,Y
400,LP002863,Doris,Griffin,Male,40,Yes,0,Not Graduate,Yes,965,1861.2819347836553,72208,360.0,1.0,Rural,33182,Miami,25.85,-80.27,2826.2819347836553,0.518181475090186,25.5397238993519,0.013363985098810397,N
401,LP002446,Santiago,Spencer,Male,34,Yes,1,Not Graduate,No,2310,851.3601199807093,18195,360.0,1.0,Urban,33039,Hialeah,25.52,-80.21,3161.3601199807094,2.710122101972908,5.753614170960071,0.12695097823697515,Y
406,LP002755,Robert,Snyder,Female,32,No,3+,Graduate,No,1124,813.9343511125292,47391,360.0,1.0,Urban,33143,Miami,25.93,-80.18,1937.9343511125292,1.3792522041383355,24.441776470053156,0.023717083051991897,N
410,LP002941,Travis,Price,Male,34,Yes,2,Graduate,No,5526,1480.6864183788675,1237,360.0,1.0,Semiurban,33187,Miami,25.9,-80.58,7006.6864183788675,3.7295340845778076,0.17652045570357627,4.463651050080776,Y
411,LP002912,Guillermo,Walker,Male,36,Yes,2,Graduate,No,2877,3644.582183604181,77308,360.0,1.0,Semiurban,33186,Hialeah,25.74,-80.24,6521.582183604181,0.7891743636830244,11.85236120049651,0.03721429587758217,N
413,LP001722,Erin,Ortiz,Male,39,Yes,2,Graduate,No,3172,2156.1162717883312,130174,360.0,1.0,Semiurban,33174,Miami Beach,25.72,-80.36,5328.116271788331,1.470481698870266,24.426939357492486,0.02436719800268869,Y
418,LP001319,David,Rivera,Male,42,Yes,3+,Graduate,No,2143,3606.849366276865,60324,360.0,1.0,Urban,33165,Miami,25.81,-80.34,5749.849366276865,0.5939826701277935,10.489580957161138,0.035524243680066306,Y
419,LP002097,Daphne,Rivera,Male,37,Yes,1,Not Graduate,No,2354,1851.3069138463693,91591,360.0,1.0,Urban,33031,Miami,25.76,-80.3,4205.306913846369,1.2708477101733915,21.774683083276617,0.02570093457943925,Y
424,LP002637,Homero,Jennings,Male,22,Yes,2,Graduate,No,2819,670.7168439921284,82796,180.0,1.0,Semiurban,33139,Miami,25.94,-80.24,3489.7168439921284,4.196708814455508,23.71891038441006,0.03404712731137602,Y
427,LP002740,Florencio,Rivera,Male,21,No,2,Graduate,No,2344,1866.2383316026485,104941,360.0,1.0,Semiurban,33128,Miami,25.71,-80.45,4210.238331602648,1.2553298421140207,24.919273557253923,0.022336147586285757,Y
430,LP001497,Leroy,Parker,Male,19,No,1,Graduate,No,2373,1966.911563119315,44688,360.0,0.0,Rural,33033,Miami,25.76,-80.41,4339.911563119314,1.2058468705974692,10.29461193811741,0.053100315513884846,Y
431,LP002978,Joel,Rivera,Female,38,Yes,0,Not Graduate,Yes,2179,695.0148632155327,95180,360.0,1.0,Semiurban,33139,Hialeah,25.89,-80.27,2874.014863215533,3.130680270149972,33.10591580509147,0.022893224488080604,N
432,LP001259,Kenneth,Rivera,Male,38,No,3+,Graduate,No,6075,1254.4826151932598,93899,360.0,1.0,Urban,33196,Hialeah,25.85,-80.36,7329.482615193259,4.838776679567848,12.809388539491744,0.06469648562300319,Y
434,LP001333,Harper,Hernandez,Male,36,No,0,Not Graduate,No,1760,1355.6414931614595,109961,360.0,0.0,Rural,33173,Miami Beach,25.85,-80.38,3115.6414931614595,1.2973213696262311,35.281889252028705,0.016005529182808606,N
440,LP001345,Angel,Phillips,Male,38,No,2,Graduate,No,2394,976.2038848901182,56626,360.0,1.0,Rural,33127,Miami,25.75,-80.14,3370.2038848901184,2.449846994078614,16.796966879932768,0.042276652480265596,Y
445,LP002143,Camilo,Alexander,Male,32,No,0,Graduate,Yes,2023,1248.4493622928608,10504,360.0,1.0,Urban,33187,Miami,25.48,-80.3,3271.4493622928608,1.6191132358398252,3.2098281247781664,0.19257496430271298,Y
446,LP002087,Cornell,Cooper,Male,35,Yes,1,Graduate,No,3091,1196.0262599501611,83731,360.0,1.0,Urban,33174,Miami,25.65,-80.14,4287.026259950161,2.5822324066045934,19.526699447258792,0.03691539674198634,Y
450,LP002740,Lorenzo,Scott,Male,40,Yes,0,Not Graduate,Yes,2077,1155.5446613320382,69564,180.0,1.0,Rural,33140,Miami,25.6,-80.31,3232.5446613320382,1.7958666616538932,21.513233088094584,0.029856968303025946,N
452,LP001504,Jason,Alexander,Male,25,Yes,0,Not Graduate,No,1565,930.3767382835324,34877,360.0,0.0,Rural,33145,Miami,25.56,-80.36,2495.376738283532,1.6803082315371056,13.97104830578611,0.04487069212684214,N
453,LP001206,Emily,Coleman,Male,20,Yes,3+,Graduate,No,7174,2577.6922090409107,48601,360.0,0.0,Rural,33172,Miami,25.76,-80.14,9751.69220904091,2.7820303543198803,4.983341928390405,0.14760709435825686,Y
454,LP002821,Baltasar,Rivera,Female,37,No,1,Graduate,Yes,2947,3428.5816679590725,69377,360.0,1.0,Semiurban,33176,Miami,25.5,-80.14,6375.581667959073,0.8592884746068011,10.879967294797499,0.042477442416904494,Y
456,LP002789,Dean,Morton,Male,40,Yes,0,Graduate,No,2879,2229.8721648314536,83920,180.0,1.0,Urban,33054,Hialeah,25.78,-80.4,5108.872164831453,1.2905266583114652,16.42311143859468,0.03430607356919007,N
457,LP001849,Irving,Griffin,Male,19,Yes,0,Not Graduate,No,2503,2223.625714949504,46963,360.0,1.0,Rural,33146,Miami,25.89,-80.21,4726.625714949504,1.125133087862744,9.933739012268997,0.05329614172557704,Y
459,LP001577,Alvaro,Alexander,Female,37,No,3+,Graduate,No,9140,3098.346568700179,163390,120.0,0.0,Semiurban,33032,Miami,25.77,-80.39,12238.346568700179,2.94900870148032,13.34956887468479,0.055939433628535234,N
464,LP002368,Damian,Martinez,Male,29,No,2,Graduate,No,2442,2503.3768207842563,57847,360.0,1.0,Urban,33056,Miami,25.85,-80.19,4945.376820784257,0.9750928772912366,11.694822714867133,0.042214078274097636,Y
466,LP002544,Robert,Walker,Male,19,Yes,0,Graduate,No,1661,1929.8393401706994,127687,360.0,1.0,Rural,33177,Miami Beach,25.81,-80.51,3590.8393401706994,0.8602476474573779,35.54919580393364,0.013008270158511371,N
468,LP001327,Christina,Johnson,Female,33,No,2,Graduate,No,2548,1108.98259256599,96210,360.0,1.0,Rural,33174,Hialeah,25.52,-80.36,3656.9825925659898,2.29553149487659,26.301382678945696,0.026483458232426645,N
469,LP001205,Ross,Bell,Male,37,No,0,Not Graduate,No,2373,1656.5289074329758,54404,300.0,1.0,Rural,33015,Miami,25.52,-80.24,4029.5289074329758,1.4316492396353306,13.497980351826738,0.04361731458505652,Y
471,LP001310,Garrett,Daniels,Male,35,No,3+,Not Graduate,No,2568,1805.247334307282,57159,360.0,1.0,Rural,33161,Miami,25.82,-80.18,4373.247334307282,1.4217322020214134,13.067162332523171,0.044926522043386985,Y
473,LP001579,Nelson,Rivera,Female,25,Yes,3+,Graduate,No,3793,2061.747043213604,44568,360.0,1.0,Semiurban,33149,Hialeah,25.94,-80.3,5854.747043213603,1.838810053069228,7.610984503104716,0.08510399605106689,Y
476,LP001432,Boyd,Rivera,Male,37,Yes,2,Not Graduate,Yes,3741,936.343654965582,100562,84.0,1.0,Semiurban,33127,Miami,25.94,-80.31,4677.343654965582,3.9910655821715295,21.49521442129711,0.037200560842456966,Y
478,LP002706,Nathaniel,Brown,Male,33,Yes,0,Graduate,No,6602,1024.0942002450588,136632,300.0,1.0,Rural,33139,Homestead,25.52,-80.38,7626.094200245059,6.440383721244084,17.914030745235845,0.04831922010056136,Y
480,LP001691,Carolina,Reed,Male,40,Yes,0,Graduate,No,2138,1536.5547992918923,92602,84.0,1.0,Semiurban,33169,Miami Beach,25.76,-80.33,3674.5547992918923,1.3905195450494756,25.194019694071784,0.023087804930725788,Y
483,LP002300,Frank,Farmer,Male,24,Yes,1,Graduate,No,2582,2794.496788647011,50878,480.0,1.0,Urban,33160,Miami,25.71,-80.32,5376.496788647011,0.923628319118785,9.461279476245117,0.050747852748678234,Y
484,LP001688,Eva,Foster,Male,35,Yes,3+,Graduate,No,5434,1546.865862785859,-12327,180.0,0.0,Rural,33154,Miami,25.89,-80.27,6980.865862785859,3.510640121114792,-1.7655738798570044,-0.4408567256206393,Y
487,LP001282,Miguel,Parker,Male,20,Yes,0,Graduate,No,4252,1159.6583854510009,33840,360.0,1.0,Urban,33010,Miami,25.81,-80.21,5411.658385451001,3.6634379704651736,6.2520110434016125,0.12564640524807186,Y
488,LP002277,Bennett,Ward,Female,38,Yes,0,Graduate,No,3466,957.3133161209427,89590,360.0,1.0,Rural,33157,Homestead,25.66,-80.4,4423.3133161209425,3.61677119757624,20.24947005302709,0.038686921677400635,N
493,LP002119,Brittany,Dawson,Male,37,No,1,Graduate,No,2745,1982.4453602900471,-12426,360.0,1.0,Urban,33015,Miami,25.79,-80.3,4727.445360290047,1.383955441857288,-2.6279250479142218,-0.2209255533199195,N
497,LP002705,Gaspar,Parker,Female,33,Yes,2,Graduate,Yes,4031,2142.7809161270106,64600,360.0,1.0,Semiurban,33030,Miami,25.82,-80.47,6173.780916127011,1.8803227371211373,10.461909641406171,0.062398414885218495,N
498,LP001871,Enrique,Wood,Male,38,Yes,0,Graduate,No,2758,1052.1872065789446,22127,360.0,1.0,Urban,33131,Miami,25.81,-80.46,3810.187206578945,2.6187177196718694,5.8058024443942156,0.12463846710050615,N
502,LP001043,Ross,Bryant,Female,33,Yes,0,Graduate,No,1405,1295.8384588022357,127027,360.0,1.0,Urban,33184,Homestead,25.93,-80.21,2700.8384588022354,1.0834040203416413,47.01502400565907,0.011060553578738546,Y
508,LP001207,Custodio,Rodriguez,Male,38,Yes,2,Graduate,No,2257,2288.591621036916,2619,360.0,1.0,Urban,33176,Miami,25.88,-80.36,4545.591621036916,0.9857653125834922,0.5760359008013786,0.8614503816793894,N
514,LP002714,Elias,Hernandez,Female,35,Yes,2,Graduate,Yes,2007,485.52533386554387,135475,360.0,1.0,Rural,33109,Miami,25.95,-80.4,2492.525333865544,4.125170592976057,54.33070928137805,0.01481443207653016,Y
519,LP001657,Pierre,Perry,Male,38,Yes,0,Graduate,No,2017,1639.9560856828139,58637,360.0,1.0,Semiurban,33016,Miami,25.93,-80.47,3656.956085682814,1.2291614733618612,16.029990143814015,0.034397489682458475,N
520,LP002265,Eric,Adams,Male,29,No,0,Not Graduate,No,2867,1098.841941976215,84672,360.0,1.0,Rural,33143,Miami,25.68,-80.13,3965.841941976215,2.6067381962616603,21.344939182985904,0.033859671914305625,N
524,LP002936,Michael,Gonzalez,Male,39,Yes,2,Graduate,No,3679,1740.3960206999586,79383,360.0,1.0,Urban,33031,Hialeah,25.72,-80.24,5419.396020699958,2.1126727960026095,14.645239885950057,0.04634435150660083,Y
529,LP001693,Freddie,Davis,Female,37,Yes,1,Graduate,No,3479,1961.4966232533318,40743,360.0,1.0,Urban,33144,Miami,25.85,-80.19,5440.496623253332,1.7727419037453844,7.487462148904322,0.08538680541920282,Y
531,LP001333,Christina,Rogers,Female,32,Yes,1,Graduate,Yes,3140,1860.8474186613676,-889,360.0,1.0,Rural,33131,Miami,25.76,-80.13,5000.847418661368,1.6864969537931307,-0.17773433005637765,-3.536036036036036,Y
535,LP002181,Custodio,Brooks,Female,23,No,3+,Graduate,Yes,3307,1653.7887790288598,55030,360.0,1.0,Rural,33032,Homestead,25.96,-80.33,4960.78877902886,1.9984423643123612,11.090758283098598,0.06009340190074685,N
538,LP001179,Horacio,Daniels,Male,33,Yes,2,Graduate,No,1837,1921.8342144784963,95452,360.0,1.0,Urban,33168,Homestead,25.89,-80.49,3758.8342144784965,0.9553605745975474,25.38728958644778,0.019245073491666057,N
539,LP002205,Dylan,Bryant,Male,35,Yes,0,Graduate,No,2724,2397.5957414173663,16772,360.0,1.0,Semiurban,33173,Miami,25.79,-80.21,5121.595741417366,1.13566448608399,3.274121333525212,0.16240386335181542,Y
540,LP001207,Ivan,Bryant,Male,20,Yes,1,Graduate,No,1886,906.8578472406546,19038,360.0,1.0,Rural,33196,Miami,25.81,-80.58,2792.8578472406543,2.077417743022559,6.814233594169019,0.09905982457061821,Y
541,LP002626,Trevor,Rivera,Male,30,Yes,0,Graduate,No,3728,2288.1735020351002,57754,360.0,1.0,Semiurban,33136,Miami,25.78,-80.24,6016.173502035101,1.6285353629533836,9.59819423197066,0.06454852393732144,Y
543,LP002544,Levi,Sanchez,Female,36,No,0,Graduate,No,2229,990.9335601170084,48989,360.0,1.0,Semiurban,33055,Miami,25.46,-80.17,3219.9335601170083,2.2471263092833227,15.209565514359866,0.04549908144519289,N
544,LP001473,Edward,Dawson,Male,35,Yes,0,Graduate,No,2744,758.2935162046566,48196,240.0,1.0,Urban,33162,Miami,25.94,-80.27,3502.2935162046565,3.6138857259257753,13.757339993656549,0.05693300412888769,N
547,LP002714,Jonas,Parker,Male,33,No,0,Graduate,No,5309,1095.1078054626369,105257,360.0,1.0,Urban,33015,Miami,25.27,-80.24,6404.107805462637,4.843501682536799,16.43329092919106,0.05043797146060157,N
552,LP001713,Nathaniel,Gilbert,Male,31,Yes,0,Graduate,No,2868,1132.715811990592,-2114,360.0,1.0,Rural,33168,Miami,25.67,-80.49,4000.715811990592,2.529734497540729,-0.5282733955434039,-1.3573118788452436,Y
554,LP002868,Catherine,Reed,Female,26,Yes,0,Graduate,No,3435,1814.8083317377552,34220,300.0,1.0,Semiurban,33144,Opa Locka,25.7,-80.23,5249.808331737755,1.8917194838029268,6.51709181482823,0.1003769615148593,Y
555,LP002978,Alexis,Bennett,Male,38,No,0,Not Graduate,No,5030,1295.0594170371728,31547,360.0,1.0,Urban,33187,Miami,25.52,-80.18,6325.059417037173,3.8809949095533884,4.986832705845043,0.1594395841257766,N
557,LP001758,Archie,Rivera,Male,31,No,2,Graduate,No,2378,3122.3558127774936,28662,360.0,0.0,Rural,33150,Miami,25.76,-80.18,5500.355812777494,0.7613605821891057,5.209988405663456,0.08296410005930992,N
561,LP001872,Adrian,Armstrong,Female,39,Yes,2,Graduate,No,2786,1184.9534343857158,150134,360.0,1.0,Urban,33122,Miami,25.94,-80.14,3970.953434385716,2.3491647473014443,37.798529736091695,0.018556632364205548,N
562,LP001691,Christina,Alexander,Male,41,No,0,Graduate,No,4047,1797.8058123173741,117784,360.0,1.0,Urban,33160,Miami,25.78,-80.39,5844.805812317374,2.2498259524669377,20.14846263826004,0.034359213821793945,Y
566,LP001451,Sherman,Coleman,Male,34,No,0,Not Graduate,Yes,2060,1436.405139107007,32597,360.0,1.0,Urban,33196,Miami,25.92,-80.34,3496.405139107007,1.4331380513080552,9.320338566301471,0.06319406098533652,N
567,LP002776,Terence,Ortiz,Male,24,Yes,0,Graduate,No,3503,1051.4345439261979,62234,360.0,1.0,Urban,33014,Miami,25.78,-80.24,4554.434543926198,3.328473034467071,13.66148484846021,0.05628665541897646,Y
571,LP002443,Enrique,Rivera,Female,37,Yes,0,Graduate,No,3989,3025.0142955904703,17567,360.0,1.0,Urban,33168,Homestead,25.96,-80.24,7014.01429559047,1.3182356758237392,2.504200171201696,0.22706056466302368,Y
574,LP001253,Titus,Monroe,Male,37,Yes,2,Graduate,No,2320,1213.8343200872316,82184,360.0,1.0,Rural,33178,Miami,25.83,-80.36,3533.8343200872314,1.909725434685951,23.24974597337617,0.028228995558800266,Y
578,LP001487,Gustavo,Parker,Male,36,No,0,Graduate,No,3728,2036.5355672994538,33089,480.0,1.0,Rural,33137,Homestead,25.75,-80.39,5764.535567299454,1.8296613123377694,5.739102571437039,0.11266243578120277,N
581,LP001289,Alejandro,Ward,Male,35,Yes,0,Graduate,No,2654,1212.6375876806014,110548,360.0,1.0,Semiurban,33018,Miami,25.95,-80.2,3866.6375876806014,2.186814273832845,28.58282284568833,0.024007453708310342,Y
585,LP002082,Terence,Hughes,Female,38,No,0,Not Graduate,No,3609,1322.3789577233636,86222,360.0,1.0,Urban,33018,Miami,25.75,-80.21,4931.378957723364,2.727110008012095,17.480814174869778,0.04185658119063359,N
596,LP002345,Trevor,Wallace,Male,33,Yes,0,Graduate,No,3184,2050.1057538585237,104187,360.0,1.0,Semiurban,33054,Miami,25.78,-80.28,5234.105753858524,1.5523334152860158,19.901603692190783,0.030560141283065227,N
597,LP002387,Cesar,Rivera,Male,34,No,0,Graduate,No,3419,948.6860991212875,127866,180.0,0.0,Urban,33032,Miami,25.76,-80.13,4367.686099121287,3.6001369327859862,29.26875428878235,0.0267387207019794,N
600,LP002652,Bianca,Bennett,Male,36,No,0,Graduate,No,4712,2239.040098306845,41758,360.0,1.0,Semiurban,33039,Miami,25.56,-80.16,6951.040098306845,2.1035337731505828,6.006582155671121,0.1128379511003616,Y
602,LP002683,Terry,Rodriguez,Male,36,No,0,Not Graduate,No,2706,803.7087252462871,56284,360.0,1.0,Urban,33034,Miami,25.73,-80.51,3509.708725246287,3.3627074183541485,16.03209049934825,0.04807675224304877,N
605,LP001665,Angelo,Harrison,Male,23,Yes,0,Graduate,No,3340,1506.7888778773433,1112,360.0,1.0,Urban,33138,Miami,25.46,-80.32,4846.788877877343,2.215164237517147,0.22938292652853753,3.0008984725965857,Y
607,LP001532,Anthony,Gregory,Male,46,No,0,Graduate,No,5007,1706.1955970344168,65731,360.0,1.0,Urban,33013,Miami,25.73,-80.3,6713.195597034417,2.9328801038953594,9.789854800928444,0.07617294468447636,N
608,LP002255,Miguel,Mitchell,Male,36,Yes,2,Graduate,No,1359,978.7626271161612,5275,360.0,1.0,Rural,33010,Homestead,25.76,-80.23,2337.762627116161,1.3870706662899444,2.2554661763619857,0.25758150113722517,Y
610,LP002789,Manuel,Gross,Male,40,Yes,1,Graduate,No,3796,1007.0575466528355,59481,360.0,1.0,Urban,33157,Homestead,25.85,-80.15,4803.057546652835,3.7656580347067257,12.38140872010216,0.06381762550015131,N
611,LP001014,Diana,Griffin,Male,34,Yes,0,Graduate,Yes,2218,1333.3805928349361,11905,360.0,1.0,Urban,33143,Miami,25.9,-80.21,3551.380592834936,1.6621944383107259,3.3512737976364613,0.18629262556694104,N
614,LP001917,Mason,Simmons,Female,22,Yes,0,Graduate,No,2838,1945.6361413201842,8672,360.0,1.0,Urban,33157,Miami Beach,25.92,-80.24,4783.636141320184,1.4578995734021993,1.812468021362897,0.32722241438948463,N
617,LP001267,Matthew,Spencer,Female,40,No,0,Graduate,No,4954,1391.6341567284433,4804,360.0,1.0,Urban,33184,Miami Gardens,25.89,-80.24,6345.6341567284435,3.557287444132397,0.7569366504144555,1.031009365244537,Y
625,LP002300,Lewis,Walker,Female,19,Yes,0,Not Graduate,No,4006,2420.4299807930006,34930,360.0,1.0,Urban,33174,Miami,25.49,-80.24,6426.429980793,1.6543943173149547,5.434520501099325,0.11468323265866995,Y
636,LP002484,Xavier,Parker,Male,36,Yes,1,Not Graduate,No,1457,1041.7900089959958,57373,360.0,1.0,Semiurban,33146,Miami,25.96,-80.14,2498.790008995996,1.3972132331827842,22.951127812148922,0.02539477812249451,Y
